timestamp_pc,lectura_cruda,voltaje,porcentaje
 2026- 04- 09 14: 34: 31,663,0.534,16.0
 2026- 04- 09 14: 34: 31,662,0.533,16.0
 2026- 04- 09 14: 34: 32,663,0.534,16.0
 2026- 04- 09 14: 34: 32,658,0.53,16.0
 2026- 04- 09 14: 34: 33,662,0.533,16.0
 2026- 04- 09 14: 34: 33,667,0.538,16.0
 2026- 04- 09 14: 34: 34,663,0.534,16.0
 2026- 04- 09 14: 34: 34,666,0.537,16.0
 2026- 04- 09 14: 34: 35,665,0.536,16.0
 2026- 04- 09 14: 34: 35,665,0.536,16.0
 2026- 04- 09 14: 34: 36,661,0.533,16.0
 2026- 04- 09 14: 34: 36,666,0.537,16.0
 2026- 04- 09 14: 34: 37,663,0.534,16.0
 2026- 04- 09 14: 34: 37,666,0.537,16.0
 2026- 04- 09 14: 34: 38,666,0.537,16.0
 2026- 04- 09 14: 34: 38,665,0.536,16.0
 2026- 04- 09 14: 34: 39,663,0.534,16.0
 2026- 04- 09 14: 34: 39,658,0.53,16.0
 2026- 04- 09 14: 34: 40,662,0.533,16.0
 2026- 04- 09 14: 34: 40,667,0.538,16.0
 2026- 04- 09 14: 34: 41,667,0.538,16.0
 2026- 04- 09 14: 34: 41,665,0.536,16.0
 2026- 04- 09 14: 34: 42,661,0.533,16.0
 2026- 04- 09 14: 34: 42,676,0.545,16.0
 2026- 04- 09 14: 34: 43,662,0.533,16.0
 2026- 04- 09 14: 34: 43,659,0.531,16.0
 2026- 04- 09 14: 34: 44,666,0.537,16.0
 2026- 04- 09 14: 34: 44,662,0.533,16.0
 2026- 04- 09 14: 34: 45,662,0.533,16.0
 2026- 04- 09 14: 34: 45,662,0.533,16.0
 2026- 04- 09 14: 34: 46,666,0.537,16.0
 2026- 04- 09 14: 34: 46,667,0.538,16.0
 2026- 04- 09 14: 34: 47,665,0.536,16.0
 2026- 04- 09 14: 34: 47,673,0.542,16.0
 2026- 04- 09 14: 34: 48,606,0.488,14.0
 2026- 04- 09 14: 34: 48,0,0.0,0.0
 2026- 04- 09 14: 34: 50,0,0.0,0.0
 2026- 04- 09 14: 34: 51,946,0.762,23.0
 2026- 04- 09 14: 34: 51,2033,1.638,49.0
 2026- 04- 09 14: 34: 51,2007,1.617,49.0
 2026- 04- 09 14: 34: 51,2035,1.64,49.0
 2026- 04- 09 14: 34: 51,2041,1.645,49.0
 2026- 04- 09 14: 34: 52,2039,1.643,49.0
 2026- 04- 09 14: 34: 52,2039,1.643,49.0
 2026- 04- 09 14: 34: 53,2039,1.643,49.0
 2026- 04- 09 14: 34: 53,2039,1.643,49.0
 2026- 04- 09 14: 34: 54,2038,1.642,49.0
 2026- 04- 09 14: 34: 54,2026,1.633,49.0
 2026- 04- 09 14: 34: 55,1535,1.237,37.0
 2026- 04- 09 14: 34: 55,1776,1.431,43.0
 2026- 04- 09 14: 34: 56,720,0.58,17.0
 2026- 04- 09 14: 34: 56,1246,1.004,30.0
 2026- 04- 09 14: 34: 57,2009,1.619,49.0
 2026- 04- 09 14: 34: 57,2003,1.614,48.0
 2026- 04- 09 14: 34: 58,2007,1.617,49.0
 2026- 04- 09 14: 34: 58,2009,1.619,49.0
 2026- 04- 09 14: 34: 59,2000,1.612,48.0
 2026- 04- 09 14: 34: 59,2003,1.614,48.0
 2026- 04- 09 14: 35: 00,2002,1.613,48.0
 2026- 04- 09 14: 35: 00,2003,1.614,48.0
 2026- 04- 09 14: 35: 01,2002,1.613,48.0
 2026- 04- 09 14: 35: 01,2002,1.613,48.0
 2026- 04- 09 14: 35: 02,2002,1.613,48.0
 2026- 04- 09 14: 35: 02,2001,1.613,48.0
 2026- 04- 09 14: 35: 03,2003,1.614,48.0
 2026- 04- 09 14: 35: 03,2002,1.613,48.0
 2026- 04- 09 14: 35: 04,2023,1.63,49.0
 2026- 04- 09 14: 35: 04,1997,1.609,48.0
 2026- 04- 09 14: 35: 05,1632,1.315,39.0
 2026- 04- 09 14: 35: 05,800,0.645,19.0
 2026- 04- 09 14: 35: 06,812,0.654,19.0
 2026- 04- 09 14: 35: 06,2482,2.0,60.0
 2026- 04- 09 14: 35: 07,566,0.456,13.0
 2026- 04- 09 14: 35: 07,1954,1.575,47.0
 2026- 04- 09 14: 35: 08,505,0.407,12.0
 2026- 04- 09 14: 35: 08,1821,1.467,44.0
 2026- 04- 09 14: 35: 09,1834,1.478,44.0
 2026- 04- 09 14: 35: 09,1830,1.475,44.0
 2026- 04- 09 14: 35: 10,1840,1.483,44.0
 2026- 04- 09 14: 35: 10,1831,1.476,44.0
 2026- 04- 09 14: 35: 11,1824,1.47,44.0
 2026- 04- 09 14: 35: 11,1829,1.474,44.0
 2026- 04- 09 14: 35: 12,1825,1.471,44.0
 2026- 04- 09 14: 35: 12,1829,1.474,44.0
 2026- 04- 09 14: 35: 13,1831,1.476,44.0
 2026- 04- 09 14: 35: 13,1825,1.471,44.0
 2026- 04- 09 14: 35: 14,1825,1.471,44.0
 2026- 04- 09 14: 35: 14,1827,1.472,44.0
 2026- 04- 09 14: 35: 15,1827,1.472,44.0
 2026- 04- 09 14: 35: 15,1826,1.472,44.0
 2026- 04- 09 14: 35: 16,1828,1.473,44.0
 2026- 04- 09 14: 35: 16,1825,1.471,44.0
 2026- 04- 09 14: 35: 17,1826,1.472,44.0
 2026- 04- 09 14: 35: 17,1811,1.459,44.0
 2026- 04- 09 14: 35: 18,1828,1.473,44.0
 2026- 04- 09 14: 35: 18,1825,1.471,44.0
 2026- 04- 09 14: 35: 19,1828,1.473,44.0
 2026- 04- 09 14: 35: 19,1823,1.469,44.0
 2026- 04- 09 14: 35: 20,1833,1.477,44.0
 2026- 04- 09 14: 35: 20,1839,1.482,44.0
 2026- 04- 09 14: 35: 21,1824,1.47,44.0
 2026- 04- 09 14: 35: 21,1824,1.47,44.0
 2026- 04- 09 14: 35: 22,1827,1.472,44.0
 2026- 04- 09 14: 35: 22,1824,1.47,44.0
 2026- 04- 09 14: 35: 23,1825,1.471,44.0
 2026- 04- 09 14: 35: 23,1826,1.472,44.0
 2026- 04- 09 14: 35: 24,1826,1.472,44.0
 2026- 04- 09 14: 35: 24,1857,1.496,45.0
 2026- 04- 09 14: 35: 25,1827,1.472,44.0
 2026- 04- 09 14: 35: 25,1828,1.473,44.0
 2026- 04- 09 14: 35: 26,1825,1.471,44.0
 2026- 04- 09 14: 35: 26,1826,1.472,44.0
 2026- 04- 09 14: 35: 27,1826,1.472,44.0
 2026- 04- 09 14: 35: 27,1828,1.473,44.0
 2026- 04- 09 14: 35: 28,1833,1.477,44.0
 2026- 04- 09 14: 35: 28,1826,1.472,44.0
 2026- 04- 09 14: 35: 29,1828,1.473,44.0
 2026- 04- 09 14: 35: 29,1830,1.475,44.0
 2026- 04- 09 14: 35: 30,1829,1.474,44.0
 2026- 04- 09 14: 35: 30,1824,1.47,44.0
 2026- 04- 09 14: 35: 31,1827,1.472,44.0
 2026- 04- 09 14: 35: 31,1829,1.474,44.0
 2026- 04- 09 14: 35: 32,1832,1.476,44.0
 2026- 04- 09 14: 35: 32,1828,1.473,44.0
 2026- 04- 09 14: 35: 33,1827,1.472,44.0
 2026- 04- 09 14: 35: 33,1827,1.472,44.0
 2026- 04- 09 14: 35: 34,1828,1.473,44.0
 2026- 04- 09 14: 35: 34,1827,1.472,44.0
 2026- 04- 09 14: 35: 35,1824,1.47,44.0
 2026- 04- 09 14: 35: 35,1825,1.471,44.0
 2026- 04- 09 14: 35: 36,1835,1.479,44.0
 2026- 04- 09 14: 35: 36,1825,1.471,44.0
 2026- 04- 09 14: 35: 37,1830,1.475,44.0
 2026- 04- 09 14: 35: 37,1833,1.477,44.0
 2026- 04- 09 14: 35: 38,1826,1.472,44.0
 2026- 04- 09 14: 35: 38,1829,1.474,44.0
 2026- 04- 09 14: 35: 39,1830,1.475,44.0
 2026- 04- 09 14: 35: 39,1823,1.469,44.0
 2026- 04- 09 14: 35: 40,1827,1.472,44.0
 2026- 04- 09 14: 35: 40,1828,1.473,44.0
 2026- 04- 09 14: 35: 41,1827,1.472,44.0
 2026- 04- 09 14: 35: 41,1829,1.474,44.0
 2026- 04- 09 14: 35: 42,1826,1.472,44.0
 2026- 04- 09 14: 35: 42,1830,1.475,44.0
 2026- 04- 09 14: 35: 43,1827,1.472,44.0
 2026- 04- 09 14: 35: 43,1825,1.471,44.0
 2026- 04- 09 14: 35: 44,1827,1.472,44.0
 2026- 04- 09 14: 35: 44,1826,1.472,44.0
 2026- 04- 09 14: 35: 45,1826,1.472,44.0
 2026- 04- 09 14: 35: 45,1826,1.472,44.0
 2026- 04- 09 14: 35: 46,1826,1.472,44.0
 2026- 04- 09 14: 35: 46,1823,1.469,44.0
 2026- 04- 09 14: 35: 47,1827,1.472,44.0
 2026- 04- 09 14: 35: 47,1829,1.474,44.0
 2026- 04- 09 14: 35: 48,1827,1.472,44.0
 2026- 04- 09 14: 35: 48,1825,1.471,44.0
 2026- 04- 09 14: 35: 49,1824,1.47,44.0
 2026- 04- 09 14: 35: 49,1829,1.474,44.0
 2026- 04- 09 14: 35: 50,1834,1.478,44.0
 2026- 04- 09 14: 35: 50,1824,1.47,44.0
 2026- 04- 09 14: 35: 51,1827,1.472,44.0
 2026- 04- 09 14: 35: 51,1826,1.472,44.0
 2026- 04- 09 14: 35: 52,1827,1.472,44.0
 2026- 04- 09 14: 35: 52,1827,1.472,44.0
 2026- 04- 09 14: 35: 53,1803,1.453,44.0
 2026- 04- 09 14: 35: 53,1825,1.471,44.0
 2026- 04- 09 14: 35: 54,1825,1.471,44.0
 2026- 04- 09 14: 35: 54,1829,1.474,44.0
 2026- 04- 09 14: 35: 55,1829,1.474,44.0
 2026- 04- 09 14: 35: 55,1828,1.473,44.0
 2026- 04- 09 14: 35: 56,1829,1.474,44.0
 2026- 04- 09 14: 35: 56,1829,1.474,44.0
 2026- 04- 09 14: 35: 57,1825,1.471,44.0
 2026- 04- 09 14: 35: 57,1825,1.471,44.0
 2026- 04- 09 14: 35: 58,1830,1.475,44.0
 2026- 04- 09 14: 35: 58,1825,1.471,44.0
 2026- 04- 09 14: 35: 59,1827,1.472,44.0
 2026- 04- 09 14: 35: 59,1827,1.472,44.0
 2026- 04- 09 14: 36: 00,1829,1.474,44.0
 2026- 04- 09 14: 36: 00,1831,1.476,44.0
 2026- 04- 09 14: 36: 01,1822,1.468,44.0
 2026- 04- 09 14: 36: 01,1826,1.472,44.0
 2026- 04- 09 14: 36: 02,1823,1.469,44.0
 2026- 04- 09 14: 36: 02,1825,1.471,44.0
 2026- 04- 09 14: 36: 03,1825,1.471,44.0
 2026- 04- 09 14: 36: 03,1817,1.464,44.0
 2026- 04- 09 14: 36: 04,1830,1.475,44.0
 2026- 04- 09 14: 36: 04,1826,1.472,44.0
 2026- 04- 09 14: 36: 05,1827,1.472,44.0
 2026- 04- 09 14: 36: 05,1827,1.472,44.0
 2026- 04- 09 14: 36: 06,1829,1.474,44.0
 2026- 04- 09 14: 36: 06,1824,1.47,44.0
 2026- 04- 09 14: 36: 07,1831,1.476,44.0
 2026- 04- 09 14: 36: 07,1829,1.474,44.0
 2026- 04- 09 14: 36: 08,1806,1.455,44.0
 2026- 04- 09 14: 36: 08,1829,1.474,44.0
 2026- 04- 09 14: 36: 09,1828,1.473,44.0
 2026- 04- 09 14: 36: 09,1827,1.472,44.0
 2026- 04- 09 14: 36: 10,1826,1.472,44.0
 2026- 04- 09 14: 36: 10,1826,1.472,44.0
 2026- 04- 09 14: 36: 11,1831,1.476,44.0
 2026- 04- 09 14: 36: 11,1825,1.471,44.0
 2026- 04- 09 14: 36: 12,1827,1.472,44.0
 2026- 04- 09 14: 36: 12,1827,1.472,44.0
 2026- 04- 09 14: 36: 13,1827,1.472,44.0
 2026- 04- 09 14: 36: 13,1829,1.474,44.0
 2026- 04- 09 14: 36: 14,1833,1.477,44.0
 2026- 04- 09 14: 36: 14,1827,1.472,44.0
 2026- 04- 09 14: 36: 15,1827,1.472,44.0
 2026- 04- 09 14: 36: 15,1825,1.471,44.0
 2026- 04- 09 14: 36: 16,1831,1.476,44.0
 2026- 04- 09 14: 36: 16,1825,1.471,44.0
 2026- 04- 09 14: 36: 17,1837,1.48,44.0
 2026- 04- 09 14: 36: 17,1811,1.459,44.0
 2026- 04- 09 14: 36: 18,1830,1.475,44.0
 2026- 04- 09 14: 36: 18,1838,1.481,44.0
 2026- 04- 09 14: 36: 19,1823,1.469,44.0
 2026- 04- 09 14: 36: 19,1829,1.474,44.0
 2026- 04- 09 14: 36: 20,1825,1.471,44.0
 2026- 04- 09 14: 36: 20,1830,1.475,44.0
 2026- 04- 09 14: 36: 21,1831,1.476,44.0
 2026- 04- 09 14: 36: 21,1826,1.472,44.0
 2026- 04- 09 14: 36: 22,1826,1.472,44.0
 2026- 04- 09 14: 36: 22,1823,1.469,44.0
 2026- 04- 09 14: 36: 23,1826,1.472,44.0
 2026- 04- 09 14: 36: 23,1828,1.473,44.0
 2026- 04- 09 14: 36: 24,1827,1.472,44.0
 2026- 04- 09 14: 36: 24,1826,1.472,44.0
 2026- 04- 09 14: 36: 25,1825,1.471,44.0
 2026- 04- 09 14: 36: 25,1827,1.472,44.0
 2026- 04- 09 14: 36: 26,1827,1.472,44.0
 2026- 04- 09 14: 36: 26,1831,1.476,44.0
 2026- 04- 09 14: 36: 27,1827,1.472,44.0
 2026- 04- 09 14: 36: 27,1829,1.474,44.0
 2026- 04- 09 14: 36: 28,1822,1.468,44.0
 2026- 04- 09 14: 36: 28,1826,1.472,44.0
 2026- 04- 09 14: 36: 29,1824,1.47,44.0
 2026- 04- 09 14: 36: 29,1824,1.47,44.0
 2026- 04- 09 14: 36: 30,1823,1.469,44.0
 2026- 04- 09 14: 36: 30,1829,1.474,44.0
 2026- 04- 09 14: 36: 31,1824,1.47,44.0
 2026- 04- 09 14: 36: 31,1827,1.472,44.0
 2026- 04- 09 14: 36: 32,1827,1.472,44.0
 2026- 04- 09 14: 36: 32,1824,1.47,44.0
 2026- 04- 09 14: 36: 33,1827,1.472,44.0
 2026- 04- 09 14: 36: 33,1825,1.471,44.0
 2026- 04- 09 14: 36: 34,1826,1.472,44.0
 2026- 04- 09 14: 36: 34,1827,1.472,44.0
 2026- 04- 09 14: 36: 35,1830,1.475,44.0
 2026- 04- 09 14: 36: 35,1828,1.473,44.0
 2026- 04- 09 14: 36: 36,1799,1.45,43.0
 2026- 04- 09 14: 36: 36,1839,1.482,44.0
 2026- 04- 09 14: 36: 37,1826,1.472,44.0
 2026- 04- 09 14: 36: 37,1830,1.475,44.0
 2026- 04- 09 14: 36: 38,1829,1.474,44.0
 2026- 04- 09 14: 36: 38,1833,1.477,44.0
 2026- 04- 09 14: 36: 39,1843,1.485,45.0
 2026- 04- 09 14: 36: 39,1829,1.474,44.0
 2026- 04- 09 14: 36: 40,1815,1.463,44.0
 2026- 04- 09 14: 36: 40,1863,1.501,45.0
 2026- 04- 09 14: 36: 41,1827,1.472,44.0
 2026- 04- 09 14: 36: 41,1830,1.475,44.0
 2026- 04- 09 14: 36: 42,1826,1.472,44.0
 2026- 04- 09 14: 36: 42,1830,1.475,44.0
 2026- 04- 09 14: 36: 43,1830,1.475,44.0
 2026- 04- 09 14: 36: 43,1828,1.473,44.0
 2026- 04- 09 14: 36: 44,1830,1.475,44.0
 2026- 04- 09 14: 36: 44,1828,1.473,44.0
 2026- 04- 09 14: 36: 45,1825,1.471,44.0
 2026- 04- 09 14: 36: 45,1826,1.472,44.0
 2026- 04- 09 14: 36: 46,1831,1.476,44.0
 2026- 04- 09 14: 36: 46,1826,1.472,44.0
 2026- 04- 09 14: 36: 47,1831,1.476,44.0
 2026- 04- 09 14: 36: 47,1825,1.471,44.0
 2026- 04- 09 14: 36: 48,1831,1.476,44.0
 2026- 04- 09 14: 36: 48,1829,1.474,44.0
 2026- 04- 09 14: 36: 49,1827,1.472,44.0
 2026- 04- 09 14: 36: 49,1833,1.477,44.0
 2026- 04- 09 14: 36: 50,1826,1.472,44.0
 2026- 04- 09 14: 36: 50,1827,1.472,44.0
 2026- 04- 09 14: 36: 51,1831,1.476,44.0
 2026- 04- 09 14: 36: 51,1827,1.472,44.0
 2026- 04- 09 14: 36: 52,1829,1.474,44.0
 2026- 04- 09 14: 36: 52,1824,1.47,44.0
 2026- 04- 09 14: 36: 53,1825,1.471,44.0
 2026- 04- 09 14: 36: 53,1829,1.474,44.0
 2026- 04- 09 14: 36: 54,1828,1.473,44.0
 2026- 04- 09 14: 36: 54,1825,1.471,44.0
 2026- 04- 09 14: 36: 55,1827,1.472,44.0
 2026- 04- 09 14: 36: 55,1826,1.472,44.0
 2026- 04- 09 14: 36: 56,1823,1.469,44.0
 2026- 04- 09 14: 36: 56,1831,1.476,44.0
 2026- 04- 09 14: 36: 57,1826,1.472,44.0
 2026- 04- 09 14: 36: 57,1827,1.472,44.0
 2026- 04- 09 14: 36: 58,1831,1.476,44.0
 2026- 04- 09 14: 36: 58,1830,1.475,44.0
 2026- 04- 09 14: 36: 59,1826,1.472,44.0
 2026- 04- 09 14: 36: 59,1830,1.475,44.0
 2026- 04- 09 14: 37: 00,1829,1.474,44.0
 2026- 04- 09 14: 37: 00,1831,1.476,44.0
 2026- 04- 09 14: 37: 01,1830,1.475,44.0
 2026- 04- 09 14: 37: 01,1829,1.474,44.0
 2026- 04- 09 14: 37: 02,1827,1.472,44.0
 2026- 04- 09 14: 37: 02,1829,1.474,44.0
 2026- 04- 09 14: 37: 03,1840,1.483,44.0
 2026- 04- 09 14: 37: 03,1829,1.474,44.0
 2026- 04- 09 14: 37: 04,1826,1.472,44.0
 2026- 04- 09 14: 37: 04,1807,1.456,44.0
 2026- 04- 09 14: 37: 05,1825,1.471,44.0
 2026- 04- 09 14: 37: 05,1823,1.469,44.0
 2026- 04- 09 14: 37: 06,1829,1.474,44.0
 2026- 04- 09 14: 37: 06,1831,1.476,44.0
 2026- 04- 09 14: 37: 07,1823,1.469,44.0
 2026- 04- 09 14: 37: 07,1824,1.47,44.0
 2026- 04- 09 14: 37: 08,1824,1.47,44.0
 2026- 04- 09 14: 37: 08,1826,1.472,44.0
 2026- 04- 09 14: 37: 09,1830,1.475,44.0
 2026- 04- 09 14: 37: 09,1827,1.472,44.0
 2026- 04- 09 14: 37: 10,1830,1.475,44.0
 2026- 04- 09 14: 37: 10,1829,1.474,44.0
 2026- 04- 09 14: 37: 11,1825,1.471,44.0
 2026- 04- 09 14: 37: 11,1826,1.472,44.0
 2026- 04- 09 14: 37: 12,1827,1.472,44.0
 2026- 04- 09 14: 37: 12,1824,1.47,44.0
 2026- 04- 09 14: 37: 13,1810,1.459,44.0
 2026- 04- 09 14: 37: 13,1825,1.471,44.0
 2026- 04- 09 14: 37: 14,1826,1.472,44.0
 2026- 04- 09 14: 37: 14,1855,1.495,45.0
 2026- 04- 09 14: 37: 15,1829,1.474,44.0
 2026- 04- 09 14: 37: 15,1830,1.475,44.0
 2026- 04- 09 14: 37: 16,1823,1.469,44.0
 2026- 04- 09 14: 37: 16,1826,1.472,44.0
 2026- 04- 09 14: 37: 17,1823,1.469,44.0
 2026- 04- 09 14: 37: 17,1833,1.477,44.0
 2026- 04- 09 14: 37: 18,1828,1.473,44.0
 2026- 04- 09 14: 37: 18,1830,1.475,44.0
 2026- 04- 09 14: 37: 19,1829,1.474,44.0
 2026- 04- 09 14: 37: 19,1828,1.473,44.0
 2026- 04- 09 14: 37: 20,1826,1.472,44.0
 2026- 04- 09 14: 37: 20,1830,1.475,44.0
 2026- 04- 09 14: 37: 21,1830,1.475,44.0
 2026- 04- 09 14: 37: 21,1829,1.474,44.0
 2026- 04- 09 14: 37: 22,1829,1.474,44.0
 2026- 04- 09 14: 37: 22,1828,1.473,44.0
 2026- 04- 09 14: 37: 23,1827,1.472,44.0
 2026- 04- 09 14: 37: 23,1827,1.472,44.0
 2026- 04- 09 14: 37: 24,1829,1.474,44.0
 2026- 04- 09 14: 37: 24,1826,1.472,44.0
 2026- 04- 09 14: 37: 25,1829,1.474,44.0
 2026- 04- 09 14: 37: 25,1825,1.471,44.0
 2026- 04- 09 14: 37: 26,1831,1.476,44.0
 2026- 04- 09 14: 37: 26,1831,1.476,44.0
 2026- 04- 09 14: 37: 27,1825,1.471,44.0
 2026- 04- 09 14: 37: 27,1831,1.476,44.0
 2026- 04- 09 14: 37: 28,1829,1.474,44.0
 2026- 04- 09 14: 37: 28,1826,1.472,44.0
 2026- 04- 09 14: 37: 29,1826,1.472,44.0
 2026- 04- 09 14: 37: 29,1820,1.467,44.0
 2026- 04- 09 14: 37: 30,1826,1.472,44.0
 2026- 04- 09 14: 37: 30,1827,1.472,44.0
 2026- 04- 09 14: 37: 31,1824,1.47,44.0
 2026- 04- 09 14: 37: 31,1831,1.476,44.0
 2026- 04- 09 14: 37: 32,1825,1.471,44.0
 2026- 04- 09 14: 37: 32,1827,1.472,44.0
 2026- 04- 09 14: 37: 33,1831,1.476,44.0
 2026- 04- 09 14: 37: 33,1828,1.473,44.0
 2026- 04- 09 14: 37: 34,1830,1.475,44.0
 2026- 04- 09 14: 37: 34,1823,1.469,44.0
 2026- 04- 09 14: 37: 35,1834,1.478,44.0
 2026- 04- 09 14: 37: 35,1827,1.472,44.0
 2026- 04- 09 14: 37: 36,1827,1.472,44.0
 2026- 04- 09 14: 37: 36,1829,1.474,44.0
 2026- 04- 09 14: 37: 37,1825,1.471,44.0
 2026- 04- 09 14: 37: 37,1827,1.472,44.0
 2026- 04- 09 14: 37: 38,1827,1.472,44.0
 2026- 04- 09 14: 37: 38,1833,1.477,44.0
 2026- 04- 09 14: 37: 39,1823,1.469,44.0
 2026- 04- 09 14: 37: 39,1827,1.472,44.0
 2026- 04- 09 14: 37: 40,1827,1.472,44.0
 2026- 04- 09 14: 37: 40,1830,1.475,44.0
 2026- 04- 09 14: 37: 41,1827,1.472,44.0
 2026- 04- 09 14: 37: 41,1830,1.475,44.0
 2026- 04- 09 14: 37: 42,1829,1.474,44.0
 2026- 04- 09 14: 37: 42,1830,1.475,44.0
 2026- 04- 09 14: 37: 43,1875,1.511,45.0
 2026- 04- 09 14: 37: 43,1830,1.475,44.0
 2026- 04- 09 14: 37: 44,1829,1.474,44.0
 2026- 04- 09 14: 37: 44,1829,1.474,44.0
 2026- 04- 09 14: 37: 45,1824,1.47,44.0
 2026- 04- 09 14: 37: 45,1826,1.472,44.0
 2026- 04- 09 14: 37: 46,1833,1.477,44.0
 2026- 04- 09 14: 37: 46,1826,1.472,44.0
 2026- 04- 09 14: 37: 47,1830,1.475,44.0
 2026- 04- 09 14: 37: 47,1824,1.47,44.0
 2026- 04- 09 14: 37: 48,1834,1.478,44.0
 2026- 04- 09 14: 37: 48,1827,1.472,44.0
 2026- 04- 09 14: 37: 49,1831,1.476,44.0
 2026- 04- 09 14: 37: 49,1827,1.472,44.0
 2026- 04- 09 14: 37: 50,1830,1.475,44.0
 2026- 04- 09 14: 37: 50,1827,1.472,44.0
 2026- 04- 09 14: 37: 51,1824,1.47,44.0
 2026- 04- 09 14: 37: 51,1827,1.472,44.0
 2026- 04- 09 14: 37: 52,1829,1.474,44.0
 2026- 04- 09 14: 37: 52,1825,1.471,44.0
 2026- 04- 09 14: 37: 53,1829,1.474,44.0
 2026- 04- 09 14: 37: 53,1830,1.475,44.0
 2026- 04- 09 14: 37: 54,1826,1.472,44.0
 2026- 04- 09 14: 37: 54,1827,1.472,44.0
 2026- 04- 09 14: 37: 55,1830,1.475,44.0
 2026- 04- 09 14: 37: 55,1824,1.47,44.0
 2026- 04- 09 14: 37: 56,1829,1.474,44.0
 2026- 04- 09 14: 37: 56,1833,1.477,44.0
 2026- 04- 09 14: 37: 57,1827,1.472,44.0
 2026- 04- 09 14: 37: 57,1827,1.472,44.0
 2026- 04- 09 14: 37: 58,1827,1.472,44.0
 2026- 04- 09 14: 37: 58,1827,1.472,44.0
 2026- 04- 09 14: 37: 59,1823,1.469,44.0
 2026- 04- 09 14: 37: 59,1815,1.463,44.0
 2026- 04- 09 14: 38: 00,1831,1.476,44.0
 2026- 04- 09 14: 38: 00,1823,1.469,44.0
 2026- 04- 09 14: 38: 01,1830,1.475,44.0
 2026- 04- 09 14: 38: 01,1829,1.474,44.0
 2026- 04- 09 14: 38: 02,1829,1.474,44.0
 2026- 04- 09 14: 38: 02,1827,1.472,44.0
 2026- 04- 09 14: 38: 03,1827,1.472,44.0
 2026- 04- 09 14: 38: 03,1825,1.471,44.0
 2026- 04- 09 14: 38: 04,1827,1.472,44.0
 2026- 04- 09 14: 38: 04,1829,1.474,44.0
 2026- 04- 09 14: 38: 05,1826,1.472,44.0
 2026- 04- 09 14: 38: 05,1826,1.472,44.0
 2026- 04- 09 14: 38: 06,1829,1.474,44.0
 2026- 04- 09 14: 38: 06,1828,1.473,44.0
 2026- 04- 09 14: 38: 07,1825,1.471,44.0
 2026- 04- 09 14: 38: 07,1829,1.474,44.0
 2026- 04- 09 14: 38: 08,1830,1.475,44.0
 2026- 04- 09 14: 38: 08,1819,1.466,44.0
 2026- 04- 09 14: 38: 09,1827,1.472,44.0
 2026- 04- 09 14: 38: 09,1822,1.468,44.0
 2026- 04- 09 14: 38: 10,1827,1.472,44.0
 2026- 04- 09 14: 38: 10,1826,1.472,44.0
 2026- 04- 09 14: 38: 11,1810,1.459,44.0
 2026- 04- 09 14: 38: 11,1827,1.472,44.0
 2026- 04- 09 14: 38: 12,1830,1.475,44.0
 2026- 04- 09 14: 38: 12,1831,1.476,44.0
 2026- 04- 09 14: 38: 13,1826,1.472,44.0
 2026- 04- 09 14: 38: 13,1825,1.471,44.0
 2026- 04- 09 14: 38: 14,1834,1.478,44.0
 2026- 04- 09 14: 38: 14,1829,1.474,44.0
 2026- 04- 09 14: 38: 15,1831,1.476,44.0
 2026- 04- 09 14: 38: 15,1827,1.472,44.0
 2026- 04- 09 14: 38: 16,1827,1.472,44.0
 2026- 04- 09 14: 38: 16,1827,1.472,44.0
 2026- 04- 09 14: 38: 17,1829,1.474,44.0
 2026- 04- 09 14: 38: 17,1823,1.469,44.0
 2026- 04- 09 14: 38: 18,1835,1.479,44.0
 2026- 04- 09 14: 38: 18,1831,1.476,44.0
 2026- 04- 09 14: 38: 19,1831,1.476,44.0
 2026- 04- 09 14: 38: 19,1828,1.473,44.0
 2026- 04- 09 14: 38: 20,1827,1.472,44.0
 2026- 04- 09 14: 38: 20,1827,1.472,44.0
 2026- 04- 09 14: 38: 21,1830,1.475,44.0
 2026- 04- 09 14: 38: 21,1827,1.472,44.0
 2026- 04- 09 14: 38: 22,1834,1.478,44.0
 2026- 04- 09 14: 38: 22,1830,1.475,44.0
 2026- 04- 09 14: 38: 23,1826,1.472,44.0
 2026- 04- 09 14: 38: 23,1830,1.475,44.0
 2026- 04- 09 14: 38: 24,1828,1.473,44.0
 2026- 04- 09 14: 38: 24,1830,1.475,44.0
 2026- 04- 09 14: 38: 25,1829,1.474,44.0
 2026- 04- 09 14: 38: 25,1829,1.474,44.0
 2026- 04- 09 14: 38: 26,1826,1.472,44.0
 2026- 04- 09 14: 38: 26,1824,1.47,44.0
 2026- 04- 09 14: 38: 27,1831,1.476,44.0
 2026- 04- 09 14: 38: 27,1830,1.475,44.0
 2026- 04- 09 14: 38: 28,1830,1.475,44.0
 2026- 04- 09 14: 38: 28,1829,1.474,44.0
 2026- 04- 09 14: 38: 29,1827,1.472,44.0
 2026- 04- 09 14: 38: 29,1827,1.472,44.0
 2026- 04- 09 14: 38: 30,1837,1.48,44.0
 2026- 04- 09 14: 38: 30,1830,1.475,44.0
 2026- 04- 09 14: 38: 31,1830,1.475,44.0
 2026- 04- 09 14: 38: 31,1827,1.472,44.0
 2026- 04- 09 14: 38: 32,1829,1.474,44.0
