timestamp_pc,lectura_cruda,voltaje,porcentaje
 2026- 04- 09 12: 26: 46,666,0.537,16.0
 2026- 04- 09 12: 26: 47,654,0.527,15.0
 2026- 04- 09 12: 26: 47,656,0.529,16.0
 2026- 04- 09 12: 26: 48,633,0.51,15.0
 2026- 04- 09 12: 26: 48,676,0.545,16.0
 2026- 04- 09 12: 26: 49,649,0.523,15.0
 2026- 04- 09 12: 26: 49,661,0.533,16.0
 2026- 04- 09 12: 26: 50,659,0.531,16.0
 2026- 04- 09 12: 26: 50,668,0.538,16.0
 2026- 04- 09 12: 26: 51,659,0.531,16.0
 2026- 04- 09 12: 26: 51,634,0.511,15.0
 2026- 04- 09 12: 26: 52,625,0.504,15.0
 2026- 04- 09 12: 26: 52,656,0.529,16.0
 2026- 04- 09 12: 26: 53,631,0.508,15.0
 2026- 04- 09 12: 26: 53,619,0.499,15.0
 2026- 04- 09 12: 26: 54,685,0.552,16.0
 2026- 04- 09 12: 26: 54,663,0.534,16.0
 2026- 04- 09 12: 26: 55,657,0.529,16.0
 2026- 04- 09 12: 26: 55,656,0.529,16.0
 2026- 04- 09 12: 26: 56,639,0.515,15.0
 2026- 04- 09 12: 26: 56,675,0.544,16.0
 2026- 04- 09 12: 26: 57,653,0.526,15.0
 2026- 04- 09 12: 26: 57,672,0.542,16.0
 2026- 04- 09 12: 26: 58,656,0.529,16.0
 2026- 04- 09 12: 26: 58,650,0.524,15.0
 2026- 04- 09 12: 26: 59,654,0.527,15.0
 2026- 04- 09 12: 26: 59,654,0.527,15.0
 2026- 04- 09 12: 27: 00,616,0.496,15.0
 2026- 04- 09 12: 27: 00,633,0.51,15.0
 2026- 04- 09 12: 27: 01,665,0.536,16.0
 2026- 04- 09 12: 27: 01,675,0.544,16.0
 2026- 04- 09 12: 27: 02,657,0.529,16.0
 2026- 04- 09 12: 27: 02,678,0.546,16.0
 2026- 04- 09 12: 27: 03,666,0.537,16.0
 2026- 04- 09 12: 27: 03,659,0.531,16.0
 2026- 04- 09 12: 27: 04,683,0.55,16.0
 2026- 04- 09 12: 27: 04,657,0.529,16.0
 2026- 04- 09 12: 27: 05,630,0.508,15.0
 2026- 04- 09 12: 27: 05,649,0.523,15.0
 2026- 04- 09 12: 27: 06,670,0.54,16.0
 2026- 04- 09 12: 27: 06,643,0.518,15.0
 2026- 04- 09 12: 27: 07,680,0.548,16.0
 2026- 04- 09 12: 27: 07,645,0.52,15.0
 2026- 04- 09 12: 27: 08,635,0.512,15.0
 2026- 04- 09 12: 27: 08,640,0.516,15.0
 2026- 04- 09 12: 27: 09,660,0.532,16.0
 2026- 04- 09 12: 27: 09,650,0.524,15.0
 2026- 04- 09 12: 27: 10,650,0.524,15.0
 2026- 04- 09 12: 27: 10,666,0.537,16.0
 2026- 04- 09 12: 27: 11,673,0.542,16.0
 2026- 04- 09 12: 27: 11,667,0.538,16.0
 2026- 04- 09 12: 27: 12,679,0.547,16.0
 2026- 04- 09 12: 27: 12,695,0.56,16.0
 2026- 04- 09 12: 27: 13,642,0.517,15.0
 2026- 04- 09 12: 27: 13,685,0.552,16.0
 2026- 04- 09 12: 27: 14,629,0.507,15.0
 2026- 04- 09 12: 27: 14,643,0.518,15.0
 2026- 04- 09 12: 27: 15,667,0.538,16.0
 2026- 04- 09 12: 27: 15,684,0.551,16.0
 2026- 04- 09 12: 27: 16,629,0.507,15.0
 2026- 04- 09 12: 27: 16,629,0.507,15.0
 2026- 04- 09 12: 27: 17,657,0.529,16.0
 2026- 04- 09 12: 27: 17,690,0.556,16.0
 2026- 04- 09 12: 27: 18,653,0.526,15.0
 2026- 04- 09 12: 27: 18,646,0.521,15.0
 2026- 04- 09 12: 27: 19,645,0.52,15.0
 2026- 04- 09 12: 27: 19,638,0.514,15.0
 2026- 04- 09 12: 27: 20,643,0.518,15.0
 2026- 04- 09 12: 27: 20,656,0.529,16.0
 2026- 04- 09 12: 27: 21,646,0.521,15.0
 2026- 04- 09 12: 27: 21,644,0.519,15.0
 2026- 04- 09 12: 27: 22,651,0.525,15.0
 2026- 04- 09 12: 27: 22,674,0.543,16.0
 2026- 04- 09 12: 27: 23,653,0.526,15.0
 2026- 04- 09 12: 27: 23,635,0.512,15.0
 2026- 04- 09 12: 27: 24,656,0.529,16.0
 2026- 04- 09 12: 27: 24,639,0.515,15.0
 2026- 04- 09 12: 27: 25,642,0.517,15.0
 2026- 04- 09 12: 27: 25,678,0.546,16.0
 2026- 04- 09 12: 27: 26,656,0.529,16.0
 2026- 04- 09 12: 27: 26,643,0.518,15.0
 2026- 04- 09 12: 27: 27,659,0.531,16.0
 2026- 04- 09 12: 27: 27,654,0.527,15.0
 2026- 04- 09 12: 27: 28,662,0.533,16.0
 2026- 04- 09 12: 27: 28,654,0.527,15.0
 2026- 04- 09 12: 27: 29,646,0.521,15.0
 2026- 04- 09 12: 27: 29,670,0.54,16.0
 2026- 04- 09 12: 27: 30,668,0.538,16.0
 2026- 04- 09 12: 27: 30,657,0.529,16.0
 2026- 04- 09 12: 27: 31,642,0.517,15.0
 2026- 04- 09 12: 27: 31,666,0.537,16.0
 2026- 04- 09 12: 27: 32,658,0.53,16.0
 2026- 04- 09 12: 27: 32,656,0.529,16.0
 2026- 04- 09 12: 27: 33,656,0.529,16.0
 2026- 04- 09 12: 27: 33,659,0.531,16.0
 2026- 04- 09 12: 27: 34,654,0.527,15.0
 2026- 04- 09 12: 27: 34,656,0.529,16.0
 2026- 04- 09 12: 27: 35,663,0.534,16.0
 2026- 04- 09 12: 27: 35,667,0.538,16.0
 2026- 04- 09 12: 27: 36,659,0.531,16.0
 2026- 04- 09 12: 27: 36,684,0.551,16.0
 2026- 04- 09 12: 27: 37,651,0.525,15.0
 2026- 04- 09 12: 27: 37,677,0.546,16.0
 2026- 04- 09 12: 27: 38,638,0.514,15.0
 2026- 04- 09 12: 27: 38,673,0.542,16.0
 2026- 04- 09 12: 27: 39,698,0.562,17.0
 2026- 04- 09 12: 27: 39,658,0.53,16.0
 2026- 04- 09 12: 27: 40,640,0.516,15.0
 2026- 04- 09 12: 27: 40,670,0.54,16.0
 2026- 04- 09 12: 27: 41,653,0.526,15.0
 2026- 04- 09 12: 27: 41,661,0.533,16.0
 2026- 04- 09 12: 27: 42,661,0.533,16.0
 2026- 04- 09 12: 27: 42,689,0.555,16.0
 2026- 04- 09 12: 27: 43,686,0.553,16.0
 2026- 04- 09 12: 27: 43,699,0.563,17.0
 2026- 04- 09 12: 27: 44,701,0.565,17.0
 2026- 04- 09 12: 27: 44,667,0.538,16.0
 2026- 04- 09 12: 27: 45,643,0.518,15.0
 2026- 04- 09 12: 27: 45,689,0.555,16.0
 2026- 04- 09 12: 27: 46,710,0.572,17.0
 2026- 04- 09 12: 27: 46,688,0.554,16.0
 2026- 04- 09 12: 27: 47,653,0.526,15.0
 2026- 04- 09 12: 27: 47,647,0.521,15.0
 2026- 04- 09 12: 27: 48,671,0.541,16.0
 2026- 04- 09 12: 27: 48,658,0.53,16.0
 2026- 04- 09 12: 27: 49,614,0.495,14.0
 2026- 04- 09 12: 27: 49,671,0.541,16.0
 2026- 04- 09 12: 27: 50,690,0.556,16.0
 2026- 04- 09 12: 27: 50,663,0.534,16.0
 2026- 04- 09 12: 27: 51,662,0.533,16.0
 2026- 04- 09 12: 27: 51,673,0.542,16.0
 2026- 04- 09 12: 27: 52,658,0.53,16.0
 2026- 04- 09 12: 27: 52,631,0.508,15.0
 2026- 04- 09 12: 27: 53,677,0.546,16.0
 2026- 04- 09 12: 27: 53,686,0.553,16.0
 2026- 04- 09 12: 27: 54,683,0.55,16.0
 2026- 04- 09 12: 27: 54,647,0.521,15.0
 2026- 04- 09 12: 27: 55,674,0.543,16.0
 2026- 04- 09 12: 27: 55,657,0.529,16.0
 2026- 04- 09 12: 27: 56,639,0.515,15.0
 2026- 04- 09 12: 27: 56,656,0.529,16.0
 2026- 04- 09 12: 27: 57,639,0.515,15.0
 2026- 04- 09 12: 27: 57,663,0.534,16.0
 2026- 04- 09 12: 27: 58,674,0.543,16.0
 2026- 04- 09 12: 27: 58,625,0.504,15.0
 2026- 04- 09 12: 27: 59,679,0.547,16.0
 2026- 04- 09 12: 27: 59,652,0.525,15.0
 2026- 04- 09 12: 28: 00,656,0.529,16.0
 2026- 04- 09 12: 28: 00,665,0.536,16.0
 2026- 04- 09 12: 28: 01,629,0.507,15.0
 2026- 04- 09 12: 28: 01,669,0.539,16.0
 2026- 04- 09 12: 28: 02,655,0.528,15.0
 2026- 04- 09 12: 28: 02,677,0.546,16.0
 2026- 04- 09 12: 28: 03,679,0.547,16.0
 2026- 04- 09 12: 28: 03,637,0.513,15.0
 2026- 04- 09 12: 28: 04,686,0.553,16.0
 2026- 04- 09 12: 28: 04,659,0.531,16.0
 2026- 04- 09 12: 28: 05,638,0.514,15.0
 2026- 04- 09 12: 28: 05,645,0.52,15.0
 2026- 04- 09 12: 28: 06,689,0.555,16.0
 2026- 04- 09 12: 28: 06,661,0.533,16.0
 2026- 04- 09 12: 28: 07,663,0.534,16.0
 2026- 04- 09 12: 28: 07,624,0.503,15.0
 2026- 04- 09 12: 28: 08,675,0.544,16.0
 2026- 04- 09 12: 28: 08,677,0.546,16.0
 2026- 04- 09 12: 28: 09,665,0.536,16.0
 2026- 04- 09 12: 28: 09,651,0.525,15.0
 2026- 04- 09 12: 28: 10,667,0.538,16.0
 2026- 04- 09 12: 28: 10,676,0.545,16.0
 2026- 04- 09 12: 28: 11,643,0.518,15.0
 2026- 04- 09 12: 28: 11,663,0.534,16.0
 2026- 04- 09 12: 28: 12,642,0.517,15.0
 2026- 04- 09 12: 28: 12,657,0.529,16.0
 2026- 04- 09 12: 28: 13,665,0.536,16.0
 2026- 04- 09 12: 28: 13,647,0.521,15.0
 2026- 04- 09 12: 28: 14,642,0.517,15.0
 2026- 04- 09 12: 28: 14,640,0.516,15.0
 2026- 04- 09 12: 28: 15,672,0.542,16.0
 2026- 04- 09 12: 28: 15,665,0.536,16.0
 2026- 04- 09 12: 28: 16,640,0.516,15.0
 2026- 04- 09 12: 28: 16,651,0.525,15.0
 2026- 04- 09 12: 28: 17,624,0.503,15.0
 2026- 04- 09 12: 28: 17,655,0.528,15.0
 2026- 04- 09 12: 28: 18,663,0.534,16.0
 2026- 04- 09 12: 28: 18,641,0.517,15.0
 2026- 04- 09 12: 28: 19,675,0.544,16.0
 2026- 04- 09 12: 28: 19,626,0.504,15.0
 2026- 04- 09 12: 28: 20,652,0.525,15.0
 2026- 04- 09 12: 28: 20,672,0.542,16.0
 2026- 04- 09 12: 28: 21,640,0.516,15.0
 2026- 04- 09 12: 28: 21,693,0.558,16.0
 2026- 04- 09 12: 28: 22,644,0.519,15.0
 2026- 04- 09 12: 28: 22,672,0.542,16.0
 2026- 04- 09 12: 28: 23,663,0.534,16.0
 2026- 04- 09 12: 28: 23,704,0.567,17.0
 2026- 04- 09 12: 28: 24,672,0.542,16.0
 2026- 04- 09 12: 28: 24,649,0.523,15.0
 2026- 04- 09 12: 28: 25,653,0.526,15.0
 2026- 04- 09 12: 28: 25,670,0.54,16.0
 2026- 04- 09 12: 28: 26,611,0.492,14.0
 2026- 04- 09 12: 28: 26,644,0.519,15.0
 2026- 04- 09 12: 28: 27,642,0.517,15.0
 2026- 04- 09 12: 28: 27,647,0.521,15.0
 2026- 04- 09 12: 28: 28,642,0.517,15.0
 2026- 04- 09 12: 28: 28,679,0.547,16.0
 2026- 04- 09 12: 28: 29,651,0.525,15.0
 2026- 04- 09 12: 28: 29,655,0.528,15.0
 2026- 04- 09 12: 28: 30,658,0.53,16.0
 2026- 04- 09 12: 28: 30,624,0.503,15.0
 2026- 04- 09 12: 28: 31,677,0.546,16.0
 2026- 04- 09 12: 28: 31,679,0.547,16.0
 2026- 04- 09 12: 28: 32,643,0.518,15.0
 2026- 04- 09 12: 28: 32,687,0.554,16.0
 2026- 04- 09 12: 28: 33,662,0.533,16.0
 2026- 04- 09 12: 28: 33,672,0.542,16.0
 2026- 04- 09 12: 28: 34,657,0.529,16.0
 2026- 04- 09 12: 28: 34,640,0.516,15.0
 2026- 04- 09 12: 28: 35,675,0.544,16.0
 2026- 04- 09 12: 28: 35,604,0.487,14.0
 2026- 04- 09 12: 28: 36,653,0.526,15.0
 2026- 04- 09 12: 28: 36,639,0.515,15.0
 2026- 04- 09 12: 28: 37,677,0.546,16.0
 2026- 04- 09 12: 28: 37,640,0.516,15.0
 2026- 04- 09 12: 28: 38,658,0.53,16.0
 2026- 04- 09 12: 28: 38,667,0.538,16.0
 2026- 04- 09 12: 28: 39,673,0.542,16.0
 2026- 04- 09 12: 28: 39,633,0.51,15.0
 2026- 04- 09 12: 28: 40,695,0.56,16.0
 2026- 04- 09 12: 28: 40,679,0.547,16.0
 2026- 04- 09 12: 28: 41,641,0.517,15.0
 2026- 04- 09 12: 28: 41,631,0.508,15.0
 2026- 04- 09 12: 28: 42,623,0.502,15.0
 2026- 04- 09 12: 28: 42,656,0.529,16.0
 2026- 04- 09 12: 28: 43,665,0.536,16.0
 2026- 04- 09 12: 28: 43,652,0.525,15.0
 2026- 04- 09 12: 28: 44,656,0.529,16.0
 2026- 04- 09 12: 28: 44,649,0.523,15.0
 2026- 04- 09 12: 28: 45,658,0.53,16.0
 2026- 04- 09 12: 28: 45,663,0.534,16.0
 2026- 04- 09 12: 28: 46,674,0.543,16.0
 2026- 04- 09 12: 28: 46,663,0.534,16.0
 2026- 04- 09 12: 28: 47,643,0.518,15.0
 2026- 04- 09 12: 28: 47,624,0.503,15.0
 2026- 04- 09 12: 28: 48,666,0.537,16.0
 2026- 04- 09 12: 28: 48,630,0.508,15.0
 2026- 04- 09 12: 28: 49,651,0.525,15.0
 2026- 04- 09 12: 28: 49,671,0.541,16.0
 2026- 04- 09 12: 28: 50,635,0.512,15.0
 2026- 04- 09 12: 28: 50,677,0.546,16.0
 2026- 04- 09 12: 28: 51,623,0.502,15.0
 2026- 04- 09 12: 28: 51,658,0.53,16.0
 2026- 04- 09 12: 28: 52,641,0.517,15.0
 2026- 04- 09 12: 28: 52,661,0.533,16.0
 2026- 04- 09 12: 28: 53,626,0.504,15.0
 2026- 04- 09 12: 28: 53,647,0.521,15.0
 2026- 04- 09 12: 28: 54,632,0.509,15.0
 2026- 04- 09 12: 28: 54,651,0.525,15.0
 2026- 04- 09 12: 28: 55,649,0.523,15.0
 2026- 04- 09 12: 28: 55,664,0.535,16.0
 2026- 04- 09 12: 28: 56,654,0.527,15.0
 2026- 04- 09 12: 28: 56,636,0.513,15.0
 2026- 04- 09 12: 28: 57,672,0.542,16.0
 2026- 04- 09 12: 28: 57,656,0.529,16.0
 2026- 04- 09 12: 28: 58,689,0.555,16.0
 2026- 04- 09 12: 28: 58,656,0.529,16.0
 2026- 04- 09 12: 28: 59,674,0.543,16.0
 2026- 04- 09 12: 28: 59,661,0.533,16.0
 2026- 04- 09 12: 29: 00,656,0.529,16.0
 2026- 04- 09 12: 29: 00,625,0.504,15.0
 2026- 04- 09 12: 29: 01,655,0.528,15.0
 2026- 04- 09 12: 29: 01,678,0.546,16.0
 2026- 04- 09 12: 29: 02,640,0.516,15.0
 2026- 04- 09 12: 29: 02,666,0.537,16.0
 2026- 04- 09 12: 29: 03,656,0.529,16.0
 2026- 04- 09 12: 29: 03,664,0.535,16.0
 2026- 04- 09 12: 29: 04,655,0.528,15.0
 2026- 04- 09 12: 29: 04,634,0.511,15.0
 2026- 04- 09 12: 29: 05,621,0.5,15.0
 2026- 04- 09 12: 29: 05,655,0.528,15.0
 2026- 04- 09 12: 29: 06,658,0.53,16.0
 2026- 04- 09 12: 29: 06,639,0.515,15.0
 2026- 04- 09 12: 29: 07,650,0.524,15.0
 2026- 04- 09 12: 29: 07,688,0.554,16.0
 2026- 04- 09 12: 29: 08,638,0.514,15.0
 2026- 04- 09 12: 29: 08,662,0.533,16.0
 2026- 04- 09 12: 29: 09,650,0.524,15.0
 2026- 04- 09 12: 29: 09,648,0.522,15.0
 2026- 04- 09 12: 29: 10,676,0.545,16.0
 2026- 04- 09 12: 29: 10,654,0.527,15.0
 2026- 04- 09 12: 29: 11,661,0.533,16.0
 2026- 04- 09 12: 29: 11,651,0.525,15.0
 2026- 04- 09 12: 29: 12,650,0.524,15.0
 2026- 04- 09 12: 29: 12,640,0.516,15.0
 2026- 04- 09 12: 29: 13,659,0.531,16.0
 2026- 04- 09 12: 29: 13,656,0.529,16.0
 2026- 04- 09 12: 29: 14,627,0.505,15.0
 2026- 04- 09 12: 29: 14,674,0.543,16.0
 2026- 04- 09 12: 29: 15,666,0.537,16.0
 2026- 04- 09 12: 29: 15,645,0.52,15.0
 2026- 04- 09 12: 29: 16,679,0.547,16.0
 2026- 04- 09 12: 29: 16,677,0.546,16.0
 2026- 04- 09 12: 29: 17,668,0.538,16.0
 2026- 04- 09 12: 29: 17,625,0.504,15.0
 2026- 04- 09 12: 29: 18,663,0.534,16.0
 2026- 04- 09 12: 29: 18,663,0.534,16.0
 2026- 04- 09 12: 29: 19,648,0.522,15.0
 2026- 04- 09 12: 29: 19,657,0.529,16.0
 2026- 04- 09 12: 29: 20,669,0.539,16.0
 2026- 04- 09 12: 29: 20,639,0.515,15.0
 2026- 04- 09 12: 29: 21,644,0.519,15.0
 2026- 04- 09 12: 29: 21,666,0.537,16.0
 2026- 04- 09 12: 29: 22,662,0.533,16.0
 2026- 04- 09 12: 29: 22,654,0.527,15.0
 2026- 04- 09 12: 29: 23,639,0.515,15.0
 2026- 04- 09 12: 29: 23,655,0.528,15.0
 2026- 04- 09 12: 29: 24,670,0.54,16.0
 2026- 04- 09 12: 29: 24,657,0.529,16.0
 2026- 04- 09 12: 29: 25,674,0.543,16.0
 2026- 04- 09 12: 29: 25,644,0.519,15.0
 2026- 04- 09 12: 29: 26,670,0.54,16.0
 2026- 04- 09 12: 29: 26,631,0.508,15.0
 2026- 04- 09 12: 29: 27,647,0.521,15.0
 2026- 04- 09 12: 29: 27,678,0.546,16.0
 2026- 04- 09 12: 29: 28,621,0.5,15.0
 2026- 04- 09 12: 29: 28,650,0.524,15.0
 2026- 04- 09 12: 29: 29,661,0.533,16.0
 2026- 04- 09 12: 29: 29,667,0.538,16.0
 2026- 04- 09 12: 29: 30,637,0.513,15.0
 2026- 04- 09 12: 29: 30,640,0.516,15.0
 2026- 04- 09 12: 29: 31,635,0.512,15.0
 2026- 04- 09 12: 29: 31,655,0.528,15.0
 2026- 04- 09 12: 29: 32,656,0.529,16.0
 2026- 04- 09 12: 29: 32,647,0.521,15.0
 2026- 04- 09 12: 29: 33,654,0.527,15.0
 2026- 04- 09 12: 29: 33,651,0.525,15.0
 2026- 04- 09 12: 29: 34,666,0.537,16.0
 2026- 04- 09 12: 29: 34,634,0.511,15.0
 2026- 04- 09 12: 29: 35,639,0.515,15.0
 2026- 04- 09 12: 29: 35,658,0.53,16.0
 2026- 04- 09 12: 29: 36,658,0.53,16.0
 2026- 04- 09 12: 29: 36,651,0.525,15.0
 2026- 04- 09 12: 29: 37,653,0.526,15.0
 2026- 04- 09 12: 29: 37,695,0.56,16.0
 2026- 04- 09 12: 29: 38,638,0.514,15.0
 2026- 04- 09 12: 29: 38,666,0.537,16.0
 2026- 04- 09 12: 29: 39,641,0.517,15.0
 2026- 04- 09 12: 29: 39,643,0.518,15.0
 2026- 04- 09 12: 29: 40,673,0.542,16.0
 2026- 04- 09 12: 29: 40,667,0.538,16.0
 2026- 04- 09 12: 29: 41,656,0.529,16.0
 2026- 04- 09 12: 29: 41,640,0.516,15.0
 2026- 04- 09 12: 29: 42,646,0.521,15.0
 2026- 04- 09 12: 29: 42,667,0.538,16.0
 2026- 04- 09 12: 29: 43,669,0.539,16.0
 2026- 04- 09 12: 29: 43,670,0.54,16.0
 2026- 04- 09 12: 29: 44,647,0.521,15.0
 2026- 04- 09 12: 29: 44,650,0.524,15.0
 2026- 04- 09 12: 29: 45,650,0.524,15.0
 2026- 04- 09 12: 29: 45,681,0.549,16.0
 2026- 04- 09 12: 29: 46,652,0.525,15.0
 2026- 04- 09 12: 29: 46,643,0.518,15.0
 2026- 04- 09 12: 29: 47,668,0.538,16.0
 2026- 04- 09 12: 29: 47,647,0.521,15.0
 2026- 04- 09 12: 29: 48,665,0.536,16.0
 2026- 04- 09 12: 29: 48,667,0.538,16.0
 2026- 04- 09 12: 29: 49,637,0.513,15.0
 2026- 04- 09 12: 29: 49,654,0.527,15.0
 2026- 04- 09 12: 29: 50,624,0.503,15.0
 2026- 04- 09 12: 29: 50,656,0.529,16.0
 2026- 04- 09 12: 29: 51,646,0.521,15.0
 2026- 04- 09 12: 29: 51,635,0.512,15.0
 2026- 04- 09 12: 29: 52,666,0.537,16.0
 2026- 04- 09 12: 29: 52,640,0.516,15.0
 2026- 04- 09 12: 29: 53,655,0.528,15.0
 2026- 04- 09 12: 29: 53,634,0.511,15.0
 2026- 04- 09 12: 29: 54,657,0.529,16.0
 2026- 04- 09 12: 29: 54,653,0.526,15.0
 2026- 04- 09 12: 29: 55,663,0.534,16.0
 2026- 04- 09 12: 29: 55,655,0.528,15.0
 2026- 04- 09 12: 29: 56,652,0.525,15.0
 2026- 04- 09 12: 29: 56,668,0.538,16.0
 2026- 04- 09 12: 29: 57,656,0.529,16.0
 2026- 04- 09 12: 29: 57,647,0.521,15.0
 2026- 04- 09 12: 29: 58,645,0.52,15.0
 2026- 04- 09 12: 29: 58,624,0.503,15.0
 2026- 04- 09 12: 29: 59,653,0.526,15.0
 2026- 04- 09 12: 29: 59,647,0.521,15.0
 2026- 04- 09 12: 30: 00,626,0.504,15.0
 2026- 04- 09 12: 30: 00,672,0.542,16.0
 2026- 04- 09 12: 30: 01,656,0.529,16.0
 2026- 04- 09 12: 30: 01,640,0.516,15.0
 2026- 04- 09 12: 30: 02,649,0.523,15.0
 2026- 04- 09 12: 30: 02,639,0.515,15.0
 2026- 04- 09 12: 30: 03,641,0.517,15.0
 2026- 04- 09 12: 30: 03,640,0.516,15.0
 2026- 04- 09 12: 30: 04,650,0.524,15.0
 2026- 04- 09 12: 30: 04,639,0.515,15.0
 2026- 04- 09 12: 30: 05,671,0.541,16.0
 2026- 04- 09 12: 30: 05,647,0.521,15.0
 2026- 04- 09 12: 30: 06,660,0.532,16.0
 2026- 04- 09 12: 30: 06,629,0.507,15.0
 2026- 04- 09 12: 30: 07,668,0.538,16.0
 2026- 04- 09 12: 30: 07,675,0.544,16.0
 2026- 04- 09 12: 30: 08,670,0.54,16.0
 2026- 04- 09 12: 30: 08,688,0.554,16.0
 2026- 04- 09 12: 30: 09,654,0.527,15.0
 2026- 04- 09 12: 30: 09,646,0.521,15.0
 2026- 04- 09 12: 30: 10,655,0.528,15.0
 2026- 04- 09 12: 30: 10,656,0.529,16.0
 2026- 04- 09 12: 30: 11,663,0.534,16.0
 2026- 04- 09 12: 30: 11,650,0.524,15.0
 2026- 04- 09 12: 30: 12,646,0.521,15.0
 2026- 04- 09 12: 30: 12,639,0.515,15.0
 2026- 04- 09 12: 30: 13,669,0.539,16.0
 2026- 04- 09 12: 30: 13,674,0.543,16.0
 2026- 04- 09 12: 30: 14,667,0.538,16.0
 2026- 04- 09 12: 30: 14,667,0.538,16.0
 2026- 04- 09 12: 30: 15,666,0.537,16.0
 2026- 04- 09 12: 30: 15,653,0.526,15.0
 2026- 04- 09 12: 30: 16,654,0.527,15.0
 2026- 04- 09 12: 30: 16,637,0.513,15.0
 2026- 04- 09 12: 30: 17,650,0.524,15.0
 2026- 04- 09 12: 30: 17,642,0.517,15.0
 2026- 04- 09 12: 30: 18,666,0.537,16.0
 2026- 04- 09 12: 30: 18,634,0.511,15.0
 2026- 04- 09 12: 30: 19,656,0.529,16.0
 2026- 04- 09 12: 30: 19,659,0.531,16.0
 2026- 04- 09 12: 30: 20,673,0.542,16.0
 2026- 04- 09 12: 30: 20,634,0.511,15.0
 2026- 04- 09 12: 30: 21,659,0.531,16.0
 2026- 04- 09 12: 30: 21,643,0.518,15.0
 2026- 04- 09 12: 30: 22,661,0.533,16.0
 2026- 04- 09 12: 30: 22,631,0.508,15.0
 2026- 04- 09 12: 30: 23,666,0.537,16.0
 2026- 04- 09 12: 30: 23,640,0.516,15.0
 2026- 04- 09 12: 30: 24,667,0.538,16.0
 2026- 04- 09 12: 30: 24,640,0.516,15.0
 2026- 04- 09 12: 30: 25,620,0.5,15.0
 2026- 04- 09 12: 30: 25,656,0.529,16.0
 2026- 04- 09 12: 30: 26,650,0.524,15.0
 2026- 04- 09 12: 30: 26,655,0.528,15.0
 2026- 04- 09 12: 30: 27,688,0.554,16.0
 2026- 04- 09 12: 30: 27,687,0.554,16.0
 2026- 04- 09 12: 30: 28,638,0.514,15.0
 2026- 04- 09 12: 30: 28,689,0.555,16.0
 2026- 04- 09 12: 30: 29,663,0.534,16.0
 2026- 04- 09 12: 30: 29,640,0.516,15.0
 2026- 04- 09 12: 30: 30,652,0.525,15.0
 2026- 04- 09 12: 30: 30,646,0.521,15.0
 2026- 04- 09 12: 30: 31,640,0.516,15.0
 2026- 04- 09 12: 30: 31,655,0.528,15.0
 2026- 04- 09 12: 30: 32,621,0.5,15.0
 2026- 04- 09 12: 30: 32,658,0.53,16.0
 2026- 04- 09 12: 30: 33,675,0.544,16.0
 2026- 04- 09 12: 30: 33,645,0.52,15.0
 2026- 04- 09 12: 30: 34,666,0.537,16.0
 2026- 04- 09 12: 30: 34,675,0.544,16.0
 2026- 04- 09 12: 30: 35,649,0.523,15.0
 2026- 04- 09 12: 30: 35,674,0.543,16.0
 2026- 04- 09 12: 30: 36,630,0.508,15.0
 2026- 04- 09 12: 30: 36,649,0.523,15.0
 2026- 04- 09 12: 30: 37,624,0.503,15.0
 2026- 04- 09 12: 30: 37,655,0.528,15.0
 2026- 04- 09 12: 30: 38,656,0.529,16.0
 2026- 04- 09 12: 30: 38,662,0.533,16.0
 2026- 04- 09 12: 30: 39,672,0.542,16.0
 2026- 04- 09 12: 30: 39,656,0.529,16.0
 2026- 04- 09 12: 30: 40,641,0.517,15.0
 2026- 04- 09 12: 30: 40,654,0.527,15.0
 2026- 04- 09 12: 30: 41,682,0.55,16.0
 2026- 04- 09 12: 30: 41,661,0.533,16.0
 2026- 04- 09 12: 30: 42,651,0.525,15.0
 2026- 04- 09 12: 30: 42,654,0.527,15.0
 2026- 04- 09 12: 30: 43,631,0.508,15.0
 2026- 04- 09 12: 30: 43,645,0.52,15.0
 2026- 04- 09 12: 30: 44,641,0.517,15.0
 2026- 04- 09 12: 30: 44,683,0.55,16.0
 2026- 04- 09 12: 30: 45,656,0.529,16.0
 2026- 04- 09 12: 30: 45,688,0.554,16.0
 2026- 04- 09 12: 30: 46,656,0.529,16.0
 2026- 04- 09 12: 30: 46,663,0.534,16.0
 2026- 04- 09 12: 30: 47,624,0.503,15.0
 2026- 04- 09 12: 30: 47,683,0.55,16.0
 2026- 04- 09 12: 30: 48,625,0.504,15.0
 2026- 04- 09 12: 30: 48,662,0.533,16.0
 2026- 04- 09 12: 30: 49,673,0.542,16.0
 2026- 04- 09 12: 30: 49,643,0.518,15.0
 2026- 04- 09 12: 30: 50,656,0.529,16.0
 2026- 04- 09 12: 30: 50,687,0.554,16.0
 2026- 04- 09 12: 30: 51,675,0.544,16.0
 2026- 04- 09 12: 30: 51,662,0.533,16.0
 2026- 04- 09 12: 30: 52,656,0.529,16.0
 2026- 04- 09 12: 30: 52,640,0.516,15.0
 2026- 04- 09 12: 30: 53,643,0.518,15.0
 2026- 04- 09 12: 30: 53,666,0.537,16.0
 2026- 04- 09 12: 30: 54,640,0.516,15.0
 2026- 04- 09 12: 30: 54,639,0.515,15.0
 2026- 04- 09 12: 30: 55,688,0.554,16.0
 2026- 04- 09 12: 30: 55,657,0.529,16.0
